,NU00295,NU00429,NU00431,NU00468,NU00759,NU00826,NU00866,NU00908,NU01094,NU01115,NU01405,NU01420,NU01482,NU01713,NU01798,NU01929,NU02064,NU02359,NU02514,NU02738
CD68+CD163+CD8+ 300-400,0,2,0,0,0,0,0,0,1,0,0,7,3,1,2,3,1,48,0,0
CD68+CD163+CD8+ 400-500,0,0,0,0,0,1,0,0,1,1,0,7,0,0,0,0,2,22,0,0
CD68+CD163+CD206+CD8+ 0-100,5,0,0,0,0,30,0,0,34,11,4,1,0,1,2,1,0,29,0,0
CD68+CD163+CD206+CD8+ 100-200,0,1,0,0,2,3,0,1,3,5,0,6,0,0,1,1,0,44,0,0
CD68+CD163+CD206+CD8+ 200-300,0,2,0,0,0,0,0,0,2,2,0,6,0,0,0,1,0,39,0,0
CD68+CD163+CD206+CD8+ 300-400,0,1,0,0,0,0,0,0,1,0,0,7,3,1,2,3,1,42,0,0
CD68+CD163+CD206+CD8+ 400-500,0,0,0,0,0,1,0,0,1,1,0,7,0,0,0,0,2,19,0,0
CD163+CD206+CD8+ 0-100,7,0,0,0,0,32,0,0,93,17,4,15,0,4,2,1,0,160,0,0
CD163+CD206+CD8+ 100-200,0,1,0,0,2,9,0,1,23,12,0,20,0,0,1,1,1,174,0,0
CD163+CD206+CD8+ 200-300,0,2,0,0,0,0,0,0,8,3,0,17,0,2,0,2,0,143,0,0
CD163+CD206+CD8+ 300-400,0,1,1,0,0,0,0,0,7,0,0,32,3,3,2,3,1,158,0,0
CD163+CD206+CD8+ 400-500,0,0,0,0,0,1,0,0,8,2,0,23,0,3,0,0,2,93,0,0
CD68+CD11c+CD8+ 0-100,7,0,0,0,0,30,0,3,22,15,4,0,0,1,3,2,0,34,0,0
CD68+CD11c+CD8+ 100-200,0,2,0,0,2,4,0,2,2,6,0,0,0,0,1,1,0,43,0,0
CD68+CD11c+CD8+ 200-300,0,3,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,40,0,0
CD68+CD11c+CD8+ 300-400,0,1,0,1,0,0,0,0,0,0,0,0,3,0,2,3,2,46,0,0
CD68+CD11c+CD8+ 400-500,0,0,0,3,0,1,0,1,1,1,0,0,1,0,0,0,2,21,0,0
CD11c+CD205+CD8+ 0-100,4,0,0,0,0,34,0,6,18,11,0,1,5,0,7,1,2,54,0,0
CD11c+CD205+CD8+ 100-200,0,2,0,0,2,11,0,5,2,8,0,2,1,1,5,1,3,49,0,0
CD11c+CD205+CD8+ 200-300,0,3,1,0,0,0,0,0,0,2,0,0,2,0,0,1,2,61,0,0
CD11c+CD205+CD8+ 300-400,0,1,0,0,1,0,0,0,1,0,0,3,4,1,2,3,2,72,0,0
CD11c+CD205+CD8+ 400-500,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,30,0,0
CD11c+CD103+CD8+ 0-100,12,0,0,0,0,33,0,5,35,34,5,1,1,1,4,1,0,27,0,0
CD11c+CD103+CD8+ 100-200,1,2,0,0,2,12,0,2,5,19,0,0,0,0,1,2,2,27,0,0
CD11c+CD103+CD8+ 200-300,0,3,0,0,0,1,0,1,1,8,1,0,0,0,0,1,2,42,0,0
CD11c+CD103+CD8+ 300-400,0,1,1,0,0,0,0,0,0,0,1,3,2,1,2,3,3,25,1,0
CD11c+CD103+CD8+ 400-500,0,0,0,2,0,1,0,0,2,2,0,2,1,0,0,0,6,18,0,0
P2RY12+CD8+ 0-100,16,0,0,0,0,41,0,0,19,53,5,1,3,0,4,2,0,43,0,0
P2RY12+CD8+ 100-200,1,4,0,0,2,17,0,2,5,25,0,0,1,0,1,3,3,37,2,0
P2RY12+CD8+ 200-300,0,4,0,0,0,2,0,1,0,8,1,0,3,0,0,3,4,44,0,0
P2RY12+CD8+ 300-400,0,2,0,1,0,0,0,1,1,1,2,2,4,0,2,3,4,52,0,0
P2RY12+CD8+ 400-500,0,0,0,3,0,1,0,1,2,4,0,1,0,0,0,3,3,29,0,0
CD11c+P2RY12+CD8+ 0-100,14,0,0,0,0,37,0,0,10,40,5,1,3,0,4,2,0,43,0,0
CD11c+P2RY12+CD8+ 100-200,1,2,0,0,2,17,0,1,1,21,0,0,1,0,1,3,2,37,0,0
CD11c+P2RY12+CD8+ 200-300,0,3,0,0,0,2,0,1,0,8,1,0,1,0,0,1,3,44,0,0
CD11c+P2RY12+CD8+ 300-400,0,1,0,1,0,0,0,0,0,0,1,2,4,0,2,3,4,52,0,0
CD11c+P2RY12+CD8+ 400-500,0,0,0,3,0,1,0,0,0,3,0,1,0,0,0,3,3,29,0,0
CD68+CD8+ 0-100,14,1,0,0,0,31,0,3,36,17,4,1,0,1,6,2,0,38,0,0
CD68+CD8+ 100-200,0,6,0,0,2,4,0,3,3,7,1,6,1,0,3,1,1,49,0,0
CD68+CD8+ 200-300,0,5,1,0,0,0,0,1,2,2,0,6,1,1,0,3,0,44,1,0
CD68+CD8+ 300-400,0,5,0,1,0,1,0,2,1,0,0,8,3,1,2,4,2,48,0,0
CD68+CD8+ 400-500,0,0,0,4,1,1,0,2,1,1,0,7,1,1,0,0,3,23,0,0
CD163+CD8+ 0-100,7,0,0,0,0,36,0,0,106,20,4,16,0,4,3,3,0,202,0,0
CD163+CD8+ 100-200,0,4,0,0,2,10,1,1,26,14,0,20,0,0,1,3,2,230,0,0
CD163+CD8+ 200-300,0,3,1,0,0,0,0,1,10,3,0,17,0,3,0,2,0,172,0,0
CD163+CD8+ 300-400,0,2,1,0,1,0,0,0,11,0,0,33,3,3,2,3,1,196,0,0
CD163+CD8+ 400-500,0,1,0,0,0,1,1,0,10,2,0,23,0,4,0,0,2,126,0,0
CD206+CD8+ 0-100,21,0,0,0,0,35,0,4,98,36,5,20,8,4,2,3,4,196,0,0
CD206+CD8+ 100-200,0,1,0,0,2,10,0,4,29,21,1,23,3,0,1,1,3,205,2,0
CD206+CD8+ 200-300,0,2,0,0,0,0,0,1,8,3,1,28,4,3,0,3,0,169,1,0
CD206+CD8+ 300-400,0,1,1,0,0,0,0,0,7,1,1,37,5,3,2,4,2,178,2,0
CD206+CD8+ 400-500,0,0,0,1,0,1,0,0,9,3,0,29,0,5,0,0,4,105,0,0
CD11c+CD8+ 0-100,24,0,0,0,0,38,0,6,44,50,7,3,8,1,10,2,4,227,0,0
CD11c+CD8+ 100-200,1,2,0,0,2,17,0,6,7,26,0,6,1,1,8,3,6,266,0,0
CD11c+CD8+ 200-300,0,3,1,0,0,2,0,1,3,9,2,1,3,0,0,1,5,196,0,0
CD11c+CD8+ 300-400,0,2,1,1,1,0,0,0,1,1,2,8,5,3,3,3,7,205,1,0
CD11c+CD8+ 400-500,0,1,0,3,0,1,0,1,2,4,0,3,2,1,0,3,10,130,1,0
CD68+CD163+CD11c+CD8+ 0-100,3,0,0,0,0,30,0,0,22,12,4,0,0,1,3,2,0,31,0,0
CD68+CD163+CD11c+CD8+ 100-200,0,2,0,0,2,3,0,1,2,6,0,0,0,0,1,1,0,43,0,0
CD68+CD163+CD11c+CD8+ 200-300,0,3,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,39,0,0
CD68+CD163+CD11c+CD8+ 300-400,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,3,1,46,0,0
CD68+CD163+CD11c+CD8+ 400-500,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,20,0,0
CD68+CD163+TIM3+ 0-100,170,33,185,1,51,4302,5,9,2792,58,94,329,0,65,156,44,36,2095,2,1
CD68+CD163+TIM3+ 100-200,7,86,340,8,64,1041,17,15,816,29,105,498,1,139,63,84,34,2484,3,2
CD68+CD163+TIM3+ 200-300,2,140,408,9,69,222,44,10,425,15,47,487,6,111,8,56,45,1970,3,2
CD68+CD163+TIM3+ 300-400,0,187,453,12,123,69,48,8,267,7,21,608,6,161,12,64,48,1535,8,0
CD68+CD163+TIM3+ 400-500,0,240,550,4,104,7,108,7,184,3,1,631,1,201,0,40,19,1039,1,0
CD68+CD163+CD206+TIM3+ 0-100,154,0,37,0,45,2210,2,8,2371,47,78,301,0,56,13,21,28,1886,2,0
CD68+CD163+CD206+TIM3+ 100-200,7,3,68,3,56,518,10,14,623,26,86,464,1,106,7,44,23,2227,2,2
CD68+CD163+CD206+TIM3+ 200-300,2,7,86,4,54,114,24,9,340,13,39,458,6,96,1,24,30,1766,2,2
CD68+CD163+CD206+TIM3+ 300-400,0,13,111,7,108,23,27,8,219,7,17,587,6,132,4,22,24,1382,4,0
CD68+CD163+CD206+TIM3+ 400-500,0,1,130,3,87,3,58,6,148,2,1,611,1,178,0,22,12,933,1,0
CD163+CD206+TIM3+ 0-100,483,1,46,0,70,7823,9,8,11678,376,228,1694,3,175,59,129,64,6670,12,251
CD163+CD206+TIM3+ 100-200,14,3,87,5,110,1538,25,17,4131,205,204,2441,5,251,18,362,90,7797,9,372
CD163+CD206+TIM3+ 200-300,4,9,127,5,163,317,59,14,1985,91,79,2464,9,253,2,306,86,5813,11,260
CD163+CD206+TIM3+ 300-400,0,13,161,8,224,51,81,12,1130,25,58,2880,14,301,8,247,72,4647,29,169
CD163+CD206+TIM3+ 400-500,0,1,191,6,268,4,122,7,702,20,5,2576,10,424,0,288,41,3299,15,60
CD68+CD11c+TIM3+ 0-100,1955,61,166,4,61,2122,0,89,1404,543,546,299,24,14,546,53,191,1964,3,2
CD68+CD11c+TIM3+ 100-200,89,202,323,20,70,626,5,120,327,220,523,463,87,59,246,116,275,2335,6,4
CD68+CD11c+TIM3+ 200-300,16,299,380,36,85,138,11,134,214,119,275,334,138,95,45,126,280,1864,10,4
CD68+CD11c+TIM3+ 300-400,0,418,419,61,142,56,17,149,125,49,97,316,140,141,30,139,229,1463,14,0
CD68+CD11c+TIM3+ 400-500,0,507,522,46,115,8,40,146,79,23,22,299,138,138,4,111,141,986,7,0
CD11c+CD205+TIM3+ 0-100,357,3,45,0,1,1687,0,31,870,69,11,142,2,6,2854,21,165,1467,6,2
CD11c+CD205+TIM3+ 100-200,21,5,115,0,3,360,4,27,284,36,11,141,6,15,1517,31,234,1812,14,2
CD11c+CD205+TIM3+ 200-300,2,11,167,0,1,59,9,9,96,17,1,127,2,25,352,35,245,1459,15,1
CD11c+CD205+TIM3+ 300-400,0,22,195,0,2,24,7,2,56,4,3,191,9,34,160,32,185,1282,11,1
CD11c+CD205+TIM3+ 400-500,0,14,189,6,1,4,9,0,29,4,0,227,6,32,51,30,127,865,5,2
CD11c+CD103+TIM3+ 0-100,347,5,15,0,58,3269,2,61,2066,594,557,250,13,4,885,24,116,1389,3,9
CD11c+CD103+TIM3+ 100-200,14,24,47,3,73,680,11,85,655,252,564,414,46,30,401,53,116,1668,8,18
CD11c+CD103+TIM3+ 200-300,4,25,70,6,101,144,28,96,261,119,296,338,81,35,86,33,127,1415,4,14
CD11c+CD103+TIM3+ 300-400,0,29,78,16,128,50,63,110,159,49,106,263,81,58,69,28,110,1114,9,9
CD11c+CD103+TIM3+ 400-500,0,51,86,9,101,10,67,109,130,33,26,180,82,40,19,38,71,722,11,4
P2RY12+TIM3+ 0-100,18623,29,0,0,0,17981,0,398,5964,30898,2682,694,136,1,2361,325,1413,1840,210,477
P2RY12+TIM3+ 100-200,858,59,7,0,6,3572,1,672,1868,13464,2552,887,275,5,1037,708,2511,2110,416,550
P2RY12+TIM3+ 200-300,116,81,17,1,3,652,3,715,831,5502,1189,588,355,23,265,1022,2636,1571,441,414
P2RY12+TIM3+ 300-400,5,106,17,4,6,194,1,717,490,2532,444,731,360,21,94,962,2046,1271,508,202
P2RY12+TIM3+ 400-500,0,105,22,9,13,29,2,538,277,1920,159,697,397,10,23,846,1349,878,531,108
CD11c+P2RY12+TIM3+ 0-100,18131,29,0,0,0,9173,0,339,1367,28014,2336,671,132,1,2350,304,1304,1839,207,465
CD11c+P2RY12+TIM3+ 100-200,840,57,5,0,4,2156,1,598,549,12161,2223,862,274,4,1032,662,2332,2103,399,530
CD11c+P2RY12+TIM3+ 200-300,111,75,14,1,3,382,1,643,250,4951,1070,563,352,18,263,961,2409,1568,432,398
CD11c+P2RY12+TIM3+ 300-400,5,100,13,4,4,130,1,635,126,2258,401,681,357,18,94,900,1876,1271,487,192
CD11c+P2RY12+TIM3+ 400-500,0,104,21,8,11,24,2,493,54,1724,143,651,395,8,23,787,1266,877,509,106
CD68+TIM3+ 0-100,2119,77,192,5,69,4489,5,95,2909,560,566,486,24,74,548,90,210,2196,4,5
CD68+TIM3+ 100-200,98,247,358,26,78,1131,18,138,828,232,539,754,88,177,247,185,313,2604,6,6
CD68+TIM3+ 200-300,16,365,435,44,92,248,45,147,441,122,284,646,139,190,45,204,321,2034,10,5
CD68+TIM3+ 300-400,0,520,508,68,155,89,51,167,273,53,102,701,140,254,30,202,259,1576,16,0
CD68+TIM3+ 400-500,0,606,598,53,119,10,114,159,190,24,23,685,140,284,4,142,158,1061,7,1
CD163+TIM3+ 0-100,514,45,322,1,83,28081,17,16,19769,613,278,1989,4,214,581,412,90,8780,15,312
CD163+TIM3+ 100-200,14,119,658,16,135,5088,47,21,7689,299,253,2911,5,328,280,952,128,10266,14,449
CD163+TIM3+ 200-300,4,216,825,10,202,1049,117,19,3763,133,100,2917,9,306,53,1076,126,7659,23,330
CD163+TIM3+ 300-400,0,280,900,18,265,268,213,15,2232,42,65,3272,14,377,35,954,122,6091,44,207
CD163+TIM3+ 400-500,0,326,1042,10,321,13,317,8,1317,32,6,2910,10,492,14,770,69,4421,31,75
CD206+TIM3+ 0-100,2613,1,48,0,89,8006,14,39,12340,638,1074,2712,37,212,122,220,251,8263,38,440
CD206+TIM3+ 100-200,101,4,91,5,120,1598,28,71,4408,357,996,3855,107,342,55,577,329,9548,48,699
CD206+TIM3+ 200-300,8,17,130,7,179,331,68,62,2126,152,473,3625,115,411,5,463,356,7043,60,476
CD206+TIM3+ 300-400,0,21,170,10,251,56,97,51,1178,57,219,4071,141,515,13,420,249,5652,73,273
CD206+TIM3+ 400-500,0,5,201,8,296,7,133,44,740,39,67,3652,135,660,0,471,186,3973,50,123
CD11c+TIM3+ 0-100,24399,145,333,18,119,13934,5,445,4615,30237,2560,3092,301,53,9668,577,2011,10930,368,1125
CD11c+TIM3+ 100-200,1089,400,684,97,164,3275,20,753,1798,13033,2420,3654,610,144,4838,1141,3371,12681,685,1373
CD11c+TIM3+ 200-300,148,607,805,142,235,701,54,785,857,5285,1160,2775,931,262,1096,1482,3386,9214,732,1100
CD11c+TIM3+ 300-400,10,774,880,233,326,238,105,785,465,2434,447,2693,949,355,450,1383,2716,7371,800,515
CD11c+TIM3+ 400-500,0,929,1010,292,359,34,138,651,260,1867,146,2228,1041,328,133,1248,1848,5324,871,260
CD68+CD163+CD11c+TIM3+ 0-100,84,22,161,1,46,2015,0,7,1364,43,77,151,0,10,156,18,27,1889,2,1
CD68+CD163+CD11c+TIM3+ 100-200,1,71,310,6,56,586,4,9,319,19,97,218,1,43,63,42,20,2237,3,2
CD68+CD163+CD11c+TIM3+ 200-300,2,110,362,7,67,123,11,5,202,12,38,186,6,51,8,25,35,1810,3,1
CD68+CD163+CD11c+TIM3+ 300-400,0,138,382,10,114,44,14,4,123,3,16,235,6,75,12,25,41,1435,7,0
CD68+CD163+CD11c+TIM3+ 400-500,0,193,484,4,101,6,39,2,78,2,0,252,1,90,0,22,14,970,1,0
CD68+CD163+PDL1+ 0-100,1,1,0,0,0,40,0,2,222,19,5,7,0,0,13,6,5,78,0,1
CD68+CD163+PDL1+ 100-200,0,6,0,0,3,1,0,3,20,10,4,2,0,0,5,14,2,126,0,0
CD68+CD163+PDL1+ 200-300,0,11,0,0,1,0,1,0,17,6,0,3,0,1,0,2,2,86,0,0
CD68+CD163+PDL1+ 300-400,0,12,1,0,0,0,0,0,20,1,2,42,3,0,4,5,1,44,0,0
CD68+CD163+PDL1+ 400-500,0,2,0,0,2,0,0,0,17,1,0,37,0,0,0,1,3,20,0,0
CD68+CD163+CD206+PDL1+ 0-100,1,0,0,0,0,40,0,2,175,13,5,7,0,0,10,5,5,58,0,0
CD68+CD163+CD206+PDL1+ 100-200,0,1,0,0,3,1,0,3,17,7,1,2,0,0,3,8,2,96,0,0
CD68+CD163+CD206+PDL1+ 200-300,0,2,0,0,1,0,0,0,17,4,0,3,0,1,0,1,2,68,0,0
CD68+CD163+CD206+PDL1+ 300-400,0,4,1,0,0,0,0,0,20,1,1,40,3,0,4,4,1,35,0,0
CD68+CD163+CD206+PDL1+ 400-500,0,0,0,0,2,0,0,0,16,0,0,36,0,0,0,1,3,16,0,0
CD163+CD206+PDL1+ 0-100,3,0,1,0,0,75,0,2,2095,24,7,10,1,0,27,14,12,304,0,4
CD163+CD206+PDL1+ 100-200,0,1,0,0,3,3,0,3,101,9,5,4,0,0,6,25,6,420,0,6
CD163+CD206+PDL1+ 200-300,0,3,0,0,1,1,0,0,40,5,1,10,0,1,0,5,5,301,0,3
CD163+CD206+PDL1+ 300-400,0,4,1,0,0,0,1,1,49,1,1,67,5,0,7,7,2,208,0,2
CD163+CD206+PDL1+ 400-500,0,0,0,0,2,0,1,0,46,0,1,84,2,0,0,4,3,122,0,1
CD68+CD11c+PDL1+ 0-100,1,3,0,0,0,40,0,11,196,19,6,3,0,0,18,8,11,85,0,2
CD68+CD11c+PDL1+ 100-200,0,9,0,0,3,1,0,4,19,11,5,1,1,0,8,18,2,129,0,1
CD68+CD11c+PDL1+ 200-300,0,9,0,0,1,0,0,1,21,6,3,0,0,0,1,2,5,92,0,1
CD68+CD11c+PDL1+ 300-400,0,16,0,0,0,0,0,0,23,1,2,8,3,0,4,4,1,47,0,0
CD68+CD11c+PDL1+ 400-500,0,3,0,0,2,0,0,0,14,1,0,11,0,0,0,1,3,21,0,0
CD11c+CD205+PDL1+ 0-100,3,1,0,0,0,75,0,15,250,45,1,3,1,0,106,4,40,217,0,1
CD11c+CD205+PDL1+ 100-200,0,3,0,0,3,3,1,6,21,24,2,3,1,0,94,5,18,245,0,1
CD11c+CD205+PDL1+ 200-300,0,6,0,0,0,1,1,1,12,9,0,1,1,0,15,3,15,165,0,0
CD11c+CD205+PDL1+ 300-400,0,7,0,0,0,0,1,1,13,2,1,11,5,0,22,4,2,107,0,0
CD11c+CD205+PDL1+ 400-500,0,1,0,0,1,0,2,0,15,3,0,17,2,0,12,4,4,76,0,0
CD11c+CD103+PDL1+ 0-100,3,2,0,0,0,75,0,12,2117,52,10,6,1,0,45,5,31,177,0,4
CD11c+CD103+PDL1+ 100-200,0,3,0,0,3,3,0,6,103,30,8,3,1,0,27,14,8,205,0,6
CD11c+CD103+PDL1+ 200-300,0,7,0,0,1,1,0,1,41,10,3,4,0,0,4,3,12,162,0,4
CD11c+CD103+PDL1+ 300-400,0,7,0,0,0,0,0,1,58,3,2,11,4,0,17,4,3,104,0,3
CD11c+CD103+PDL1+ 400-500,0,1,0,0,2,0,0,0,40,4,0,14,2,0,7,4,4,58,0,2
P2RY12+PDL1+ 0-100,7,2,0,0,0,76,0,0,5068,109,33,5,1,0,48,4,8,298,1,17
P2RY12+PDL1+ 100-200,0,6,0,0,3,3,0,0,256,62,35,5,2,0,26,3,6,325,0,12
P2RY12+PDL1+ 200-300,0,11,0,0,1,1,2,0,139,13,19,3,1,0,3,8,6,195,0,8
P2RY12+PDL1+ 300-400,0,14,0,0,0,0,1,1,118,8,4,5,6,0,8,8,3,132,0,11
P2RY12+PDL1+ 400-500,0,4,0,0,1,0,0,0,74,8,0,6,2,1,3,7,3,71,0,4
CD11c+P2RY12+PDL1+ 0-100,5,2,0,0,0,75,0,0,1407,104,20,5,1,0,48,2,6,297,0,12
CD11c+P2RY12+PDL1+ 100-200,0,4,0,0,3,3,0,0,86,54,20,5,2,0,26,3,6,324,0,8
CD11c+P2RY12+PDL1+ 200-300,0,6,0,0,1,1,1,0,34,10,10,3,1,0,3,3,5,194,0,5
CD11c+P2RY12+PDL1+ 300-400,0,8,0,0,0,0,1,1,50,7,3,5,5,0,8,4,2,132,0,6
CD11c+P2RY12+PDL1+ 400-500,0,3,0,0,1,0,0,0,30,6,0,5,2,0,3,4,3,71,0,2
CD68+PDL1+ 0-100,1,4,0,0,0,40,0,11,286,19,6,7,0,0,18,9,11,85,0,5
CD68+PDL1+ 100-200,0,12,1,0,3,1,0,4,23,11,7,2,1,0,8,22,2,130,0,2
CD68+PDL1+ 200-300,0,15,0,0,1,0,1,1,22,6,3,4,0,1,1,2,5,95,0,1
CD68+PDL1+ 300-400,0,21,1,0,0,0,0,0,24,1,2,42,3,0,4,5,1,48,0,0
CD68+PDL1+ 400-500,0,5,0,0,2,0,0,0,18,1,0,37,0,0,0,2,3,21,0,0
CD163+PDL1+ 0-100,3,1,1,0,0,81,0,2,5037,53,9,13,1,0,38,37,13,612,1,5
CD163+PDL1+ 100-200,0,6,0,0,3,3,0,3,205,28,9,4,0,0,15,46,6,765,0,7
CD163+PDL1+ 200-300,0,12,1,0,1,1,2,0,81,10,1,13,0,1,2,10,5,518,0,4
CD163+PDL1+ 300-400,0,14,2,0,0,0,1,1,71,3,2,70,5,0,11,13,3,324,0,2
CD163+PDL1+ 400-500,0,4,1,0,2,0,1,0,60,4,1,90,2,0,5,7,3,222,0,1
CD206+PDL1+ 0-100,3,0,1,0,0,75,0,14,2670,25,43,15,1,0,29,34,42,476,0,13
CD206+PDL1+ 100-200,0,2,0,0,3,3,3,7,147,9,35,8,2,0,7,61,14,581,0,16
CD206+PDL1+ 200-300,0,4,1,0,1,1,0,1,73,5,11,16,1,1,0,15,12,417,0,8
CD206+PDL1+ 300-400,0,8,3,0,0,0,5,1,83,1,7,72,5,0,7,9,2,296,0,7
CD206+PDL1+ 400-500,0,2,1,0,2,0,3,0,75,0,8,93,2,0,0,6,5,164,2,3
CD11c+PDL1+ 0-100,8,4,0,0,0,76,0,15,2221,109,21,10,1,0,139,35,45,1249,0,34
CD11c+PDL1+ 100-200,0,18,0,0,3,3,1,6,118,54,21,6,2,0,123,66,18,1383,0,33
CD11c+PDL1+ 200-300,0,17,0,0,1,1,1,1,45,10,10,9,1,0,18,13,18,926,0,28
CD11c+PDL1+ 300-400,0,22,0,0,0,0,1,1,60,7,5,22,5,0,22,9,4,616,0,15
CD11c+PDL1+ 400-500,0,12,1,0,2,0,2,0,43,6,1,28,2,0,13,8,7,350,1,6
CD68+CD163+CD11c+PDL1+ 0-100,1,1,0,0,0,40,0,2,151,19,5,3,0,0,13,5,5,78,0,1
CD68+CD163+CD11c+PDL1+ 100-200,0,4,0,0,3,1,0,3,17,10,4,1,0,0,5,11,2,125,0,0
CD68+CD163+CD11c+PDL1+ 200-300,0,6,0,0,1,0,0,0,16,6,0,0,0,0,0,2,2,84,0,0
CD68+CD163+CD11c+PDL1+ 300-400,0,8,0,0,0,0,0,0,19,1,2,8,3,0,4,4,1,43,0,0
CD68+CD163+CD11c+PDL1+ 400-500,0,2,0,0,2,0,0,0,14,1,0,11,0,0,0,1,3,20,0,0
